Date,Product,Units_Sold,Unit_Price,Month,Year,Revenue,Interpolated_Flag
2020-04-01,Beta,147.0,95.05441353100936,Apr,2020,13972.998789058376,False
2020-05-01,Beta,131.0,117.17006844058568,May,2020,15349.278965716725,False
2020-06-01,Beta,124.0,61.355759219962906,Jun,2020,7608.1141432754,False
2020-07-01,Beta,118.0,127.23183917356393,Jul,2020,15013.357022480543,False
2020-08-01,Beta,108.0,105.19068387744856,Aug,2020,11360.593858764445,False
2020-09-01,Beta,107.0,90.34828662123972,Sep,2020,9667.26666847265,False
2020-10-01,Beta,94.0,125.5137255673619,Oct,2020,11798.290203332019,False
2020-11-01,Beta,116.0,71.29641615089108,Nov,2020,8270.384273503365,False
2020-12-01,Beta,106.0,85.0587558806597,Dec,2020,9016.228123349929,False
2021-01-01,Beta,130.0,93.74749220237292,Jan,2021,12187.17398630848,False
2021-02-01,Beta,151.0,101.39894891598108,Feb,2021,15311.241286313143,False
2021-03-01,Beta,145.0,112.20867002278736,Mar,2021,16270.257153304166,False
2021-04-01,Beta,133.0,95.91357562382612,Apr,2021,12756.505557968874,False
2021-05-01,Beta,122.0,74.0145618778193,May,2021,9029.776549093955,False
2021-06-01,Beta,100.0,62.80458389577724,Jun,2021,6280.458389577724,False
2021-07-01,Beta,100.0,114.08747448032146,Jul,2021,11408.747448032145,False
2021-08-01,Beta,96.0,139.6788409906012,Aug,2021,13409.168735097715,False
2021-09-01,Beta,104.0,67.23198712016298,Sep,2021,6992.1266604969505,False
2021-10-01,Beta,97.0,66.89350630721646,Oct,2021,6488.670111799996,False
2021-11-01,Beta,105.0,58.87025337570556,Nov,2021,6181.376604449084,False
2021-12-01,Beta,105.0,70.63337184057926,Dec,2021,7416.504043260822,False
2022-01-01,Beta,123.0,119.03948286293652,Jan,2022,14641.856392141193,False
2022-02-01,Beta,137.0,137.35786241067774,Feb,2022,18818.02715026285,False
2022-03-01,Beta,155.0,77.68776481472037,Mar,2022,12041.603546281656,False
2022-04-01,Beta,144.0,68.45210193563773,Apr,2022,9857.102678731833,False
2022-05-01,Beta,117.0,98.45229851910211,May,2022,11518.918926734947,False
2022-06-01,Beta,124.0,96.2534716133148,Jun,2022,11935.430480051034,False
2022-07-01,Beta,121.0,75.24369443440207,Jul,2022,9104.48702656265,False
2022-08-01,Beta,107.0,60.7172011339776,Aug,2022,6496.740521335603,False
2022-09-01,Beta,103.0,74.24705036347297,Sep,2022,7647.446187437716,False
2022-10-01,Beta,100.0,52.00711977777264,Oct,2022,5200.711977777264,False
2022-11-01,Beta,107.0,82.74973521779147,Nov,2022,8854.221668303688,False
2022-12-01,Beta,105.0,109.35924535540488,Dec,2022,11482.720762317513,False
2023-01-01,Beta,133.0,99.84421989290573,Jan,2023,13279.281245756461,False
2023-02-01,Beta,114.0,108.68411180208793,Feb,2023,12389.988745438024,False
2023-03-01,Beta,144.0,62.75803027955638,Mar,2023,9037.156360256118,False
2023-04-01,Beta,125.0,114.59172413316011,Apr,2023,14323.965516645014,False
2023-05-01,Beta,130.0,148.65152487929797,May,2023,19324.698234308737,False
2023-06-01,Beta,123.0,60.17824726204037,Jun,2023,7401.924413230966,False
2023-07-01,Beta,100.0,66.06813732595558,Jul,2023,6606.813732595558,False
2023-08-01,Beta,110.0,67.33735952947548,Aug,2023,7407.1095482423025,True
2023-09-01,Beta,120.0,102.45113895702546,Sep,2023,12294.136674843056,False
2023-10-01,Beta,104.0,61.20389021680524,Oct,2023,6365.204582547745,False
2023-11-01,Beta,109.0,136.55071258939802,Nov,2023,14884.027672244383,False
2023-12-01,Beta,131.0,67.08875873900658,Dec,2023,8788.627394809862,False
2019-01-01,Gamma,133.0,105.67628930139298,Jan,2019,14054.946477085266,False
2019-02-01,Gamma,135.0,126.94929331919369,Feb,2019,17138.154598091147,False
2019-03-01,Gamma,123.0,92.54364386164168,Mar,2019,11382.868194981927,False
2019-04-01,Gamma,133.0,61.483682473920354,Apr,2019,8177.329769031407,False
2019-05-01,Gamma,131.0,108.12382214226122,May,2019,14164.22070063622,False
2019-06-01,Gamma,107.0,103.25894325515858,Jun,2019,11048.706928301968,False
2019-07-01,Gamma,89.0,63.44146769389742,Jul,2019,5646.290624756871,False
2019-08-01,Gamma,101.0,75.46406547637639,Aug,2019,7621.870613114015,False
2019-09-01,Gamma,110.0,109.56387406078444,Sep,2019,12052.026146686288,False
2019-10-01,Gamma,106.0,84.88682665429954,Oct,2019,8998.003625355752,False
2019-11-01,Gamma,132.0,146.50269106665127,Nov,2019,19338.355220797966,False
2019-12-01,Gamma,105.0,143.83404568210378,Dec,2019,15102.574796620896,False
2020-01-01,Gamma,116.0,124.11206492900592,Jan,2020,14396.999531764688,False
2020-02-01,Gamma,135.0,63.97723766262895,Feb,2020,8636.927084454908,False
2020-03-01,Gamma,146.0,66.36559428657046,Mar,2020,9689.376765839286,False
2020-04-01,Gamma,137.0,116.51972206962002,Apr,2020,15963.201923537943,True
2020-05-01,Gamma,128.0,137.72005408131082,May,2020,17628.166922407785,False
2020-06-01,Gamma,116.0,93.91349085702184,Jun,2020,10893.964939414534,False
2020-07-01,Gamma,109.0,80.13778741641421,Jul,2020,8735.01882838915,False
2020-08-01,Gamma,115.0,73.22126951468172,Aug,2020,8420.445994188398,False
2020-09-01,Gamma,120.0,104.35528611139888,Sep,2020,12522.634333367865,False
2020-10-01,Gamma,123.0,61.68980407083641,Oct,2020,7587.845900712879,False
2020-11-01,Gamma,134.0,83.49056146570861,Nov,2020,11187.735236404953,False
2020-12-01,Gamma,106.0,112.00727559285136,Dec,2020,11872.771212842244,False
2021-01-01,Gamma,129.0,128.8597211224531,Jan,2021,16622.904024796448,False
2021-02-01,Gamma,119.0,74.84891398144657,Feb,2021,8907.020763792141,False
2021-03-01,Gamma,144.0,106.98896848713164,Mar,2021,15406.411462146956,False
2021-04-01,Gamma,142.0,84.20817487159076,Apr,2021,11957.560831765888,False
2021-05-01,Gamma,139.0,134.6452291734518,May,2021,18715.6868551098,False
2021-06-01,Gamma,105.0,129.72953657795534,Jun,2021,13621.60134068531,False
2021-07-01,Gamma,100.0,122.22525683930662,Jul,2021,12222.525683930662,False
2021-08-01,Gamma,114.0,119.39484444671,Aug,2021,13611.01226692494,False
2021-09-01,Gamma,106.0,84.56959935039194,Sep,2021,8964.377531141545,False
2021-10-01,Gamma,109.0,96.20058036441328,Oct,2021,10485.863259721047,False
2021-11-01,Gamma,136.0,108.62298320167972,Nov,2021,14772.725715428442,False
2021-12-01,Gamma,120.0,51.81101838208405,Dec,2021,6217.322205850086,False
2022-01-01,Gamma,130.0,142.24993811772958,Jan,2022,18492.491955304846,False
2022-02-01,Gamma,140.0,107.62883601668132,Feb,2022,15068.037042335385,False
2022-03-01,Gamma,139.0,123.64442356247228,Mar,2022,17186.574875183647,False
2022-04-01,Gamma,155.0,95.0839371404132,Apr,2022,14738.010256764046,False
2022-05-01,Gamma,140.0,142.08418826173724,May,2022,19891.786356643213,False
2022-06-01,Gamma,134.0,109.12754357449292,Jun,2022,14623.09083898205,False
2022-07-01,Gamma,109.0,83.51972416459009,Jul,2022,9103.64993394032,False
2022-08-01,Gamma,105.5,83.34991716911442,Aug,2022,8793.416261341572,True
2022-09-01,Gamma,102.0,141.98556164127604,Sep,2022,14482.527287410156,False
2022-10-01,Gamma,102.0,123.75012481097484,Oct,2022,12622.512730719434,False
2022-11-01,Gamma,111.0,95.24395161326932,Nov,2022,10572.078629072894,False
2022-12-01,Gamma,118.0,99.83677727394796,Dec,2022,11780.73971832586,True
2023-01-01,Gamma,125.0,86.23938991166331,Jan,2023,10779.923738957914,False
2023-02-01,Gamma,136.0,51.30944565883336,Feb,2023,6978.084609601337,False
2023-03-01,Gamma,141.0,146.1070317469455,Mar,2023,20601.091476319314,False
2023-04-01,Gamma,136.0,58.53496680786439,Apr,2023,7960.755485869558,True
2023-05-01,Gamma,131.0,124.99604703991778,May,2023,16374.48216222923,False
2023-06-01,Gamma,110.0,70.51396404820072,Jun,2023,7756.536045302079,False
2023-07-01,Gamma,102.0,97.20669451099992,Jul,2023,9915.082840121991,False
2023-08-01,Gamma,109.0,127.55276166950104,Aug,2023,13903.251021975613,False
2023-09-01,Gamma,104.0,94.07627469382282,Sep,2023,9783.932568157574,False
2023-10-01,Gamma,104.0,65.52402459307125,Oct,2023,6814.49855767941,False
2023-11-01,Gamma,101.0,144.61154621336328,Nov,2023,14605.766167549691,False
2023-12-01,Gamma,116.0,114.39995432390158,Dec,2023,13270.394701572584,False
2019-01-01,Delta,124.0,65.61525973661904,Jan,2019,8136.292207340761,False
2019-02-01,Delta,140.0,52.70959925034835,Feb,2019,7379.343895048769,False
2019-03-01,Delta,125.0,117.18927435987284,Mar,2019,14648.659294984105,False
2019-04-01,Delta,144.0,115.27461078518748,Apr,2019,16599.543953066997,False
2019-05-01,Delta,118.0,74.3172190999454,May,2019,8769.431853793558,False
2019-06-01,Delta,127.0,133.02198645669915,Jun,2019,16893.79228000079,False
2019-07-01,Delta,113.5,70.4984295415821,Jul,2019,8001.5717529695685,True
2019-08-01,Delta,100.0,51.300192351073605,Aug,2019,5130.01923510736,False
2019-09-01,Delta,88.0,52.65322038738197,Sep,2019,4633.483394089613,False
2019-10-01,Delta,96.0,92.1424550592498,Oct,2019,8845.67568568798,False
2019-11-01,Delta,104.0,84.1817351697876,Nov,2019,8754.90045765791,True
2019-12-01,Delta,112.0,109.02949425148076,Dec,2019,12211.303356165845,False
2020-01-01,Delta,119.0,90.94116521912404,Jan,2020,10821.99866107576,False
2020-02-01,Delta,135.0,79.44657595419177,Feb,2020,10725.28775381589,False
2020-03-01,Delta,135.0,129.98552559473154,Mar,2020,17548.04595528876,False
2020-04-01,Delta,130.0,76.8677359384946,Apr,2020,9992.805672004299,False
2020-05-01,Delta,129.0,75.78876854332023,May,2020,9776.75114208831,False
2020-06-01,Delta,106.0,148.44021807035523,Jun,2020,15734.663115457653,False
2020-07-01,Delta,113.0,77.2307326519369,Jul,2020,8727.07278966887,False
2020-08-01,Delta,93.0,77.4055220687206,Aug,2020,7198.713552391016,False
2020-09-01,Delta,107.0,132.97418037072015,Sep,2020,14228.237299667057,False
2020-10-01,Delta,97.0,63.68856300688073,Oct,2020,6177.79061166743,False
2020-11-01,Delta,115.0,116.50366745462554,Nov,2020,13397.921757281938,False
2020-12-01,Delta,117.0,101.89177052828376,Dec,2020,11921.337151809199,False
2021-01-01,Delta,101.0,123.80336164263704,Jan,2021,12504.139525906341,False
2021-02-01,Delta,113.0,74.5349109681321,Feb,2021,8422.444939398927,False
2021-03-01,Delta,131.0,85.56727164649492,Mar,2021,11209.312585690834,False
2021-04-01,Delta,141.0,106.64046402968972,Apr,2021,15036.305428186251,False
2021-05-01,Delta,127.0,143.68297393247582,May,2021,18247.73768942443,False
2021-06-01,Delta,128.0,53.11831350612847,Jun,2021,6799.144128784445,False
2021-07-01,Delta,105.0,55.14258134842503,Jul,2021,5789.971041584628,False
2021-08-01,Delta,107.0,83.42438908169609,Aug,2021,8926.409631741482,False
2021-09-01,Delta,114.0,57.51377817358088,Sep,2021,6556.57071178822,False
2021-10-01,Delta,114.0,118.8402396427736,Oct,2021,13547.78731927619,False
2021-11-01,Delta,110.0,131.91023176742,Nov,2021,14510.1254944162,False
2021-12-01,Delta,130.0,77.21451372299627,Dec,2021,10037.886783989516,False
2022-01-01,Delta,130.0,59.158207332663416,Jan,2022,7690.566953246244,False
2022-02-01,Delta,152.0,145.02373538208025,Feb,2022,22043.6077780762,False
2022-03-01,Delta,150.0,104.1900947378358,Mar,2022,15628.51421067537,True
2022-04-01,Delta,148.0,130.65611478614497,Apr,2022,19337.104988349456,False
2022-05-01,Delta,133.0,134.91956515653192,May,2022,17944.302165818746,False
2022-06-01,Delta,111.0,72.12094418196023,Jun,2022,8005.424804197585,False
2022-07-01,Delta,131.0,106.79452305526294,Jul,2022,13990.082520239446,False
2022-08-01,Delta,124.0,119.742026724684,Aug,2022,14848.011313860816,False
2022-09-01,Delta,99.0,147.10582451653676,Sep,2022,14563.476627137139,False
2022-10-01,Delta,129.0,136.20426509893133,Oct,2022,17570.35019776214,False
2022-11-01,Delta,125.0,132.89154741506775,Nov,2022,16611.44342688347,False
2022-12-01,Delta,111.0,57.69532016292092,Dec,2022,6404.1805380842225,False
2023-01-01,Delta,134.0,122.47667715287616,Jan,2023,16411.874738485407,False
2023-02-01,Delta,111.0,103.94912923753373,Feb,2023,11538.353345366244,False
2023-03-01,Delta,146.0,112.58913764370092,Mar,2023,16438.014095980336,False
2023-04-01,Delta,149.0,73.29594747536338,Apr,2023,10921.096173829143,False
2023-05-01,Delta,139.0,129.87832357736653,May,2023,18053.086977253948,True
2023-06-01,Delta,129.0,97.98756203039088,Jun,2023,12640.395501920422,False
2023-07-01,Delta,116.0,148.4083469199295,Jul,2023,17215.368242711822,False
2023-08-01,Delta,116.0,92.13570022770702,Aug,2023,10687.741226414015,False
2023-09-01,Delta,109.0,61.04741131313946,Sep,2023,6654.167833132202,True
2023-10-01,Delta,102.0,79.63081204559901,Oct,2023,8122.3428286511,False
2023-11-01,Delta,104.0,51.78739347334138,Nov,2023,5385.8889212275035,False
2023-12-01,Delta,116.0,71.82538878650641,Dec,2023,8331.745099234744,False
